LABEL,KODE GEDUNG,NAMA LOKASI,PROVINSI,AREA,ALAMAT LOKASI,PERUNTUKAN,KAB/KOTA,WITEL,KELAS BERBAYAR,LUASAN BERBAYAR,KETERANGAN,HISTORI,SIMPAN,ID
3253201301 - STO CIMANGKOK - OFFICE,3253201301,STO CIMANGKOK,JAWA BARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,138.93,AKTIF,,,ID002197
3253201302 - GUDANG CIMANGKOK - GUDANG,3253201302,GUDANG CIMANGKOK,JAWA BARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,87.00,AKTIF,,,ID002198
3253201303 - GEDUNG KOSONG CIMANGKOK - IDLE,3253201303,GEDUNG KOSONG CIMANGKOK,JAWA BARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,34.98,AKTIF,,,ID002199
3253201304 - HALAMAN STO CIMANGKOK - HALAMAN,3253201304,HALAMAN STO CIMANGKOK,JAWA BARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,471.38",AKTIF,,,ID002200
3253201401 - STO CIRANJANG - OFFICE,3253201401,STO CIRANJANG,JAWA BARAT,TR3,"KAMPUNG CIRANJANG NO. 147, RT. 03 / 04, KEL. CIRANJANG, KEC. CIRANJANG, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,302.02,AKTIF,,,ID002201
3253201402 - GUDANG CIRANJANG - GUDANG,3253201402,GUDANG CIRANJANG,JAWA BARAT,TR3,"KAMPUNG CIRANJANG NO. 147, RT. 03 / 04, KEL. CIRANJANG, KEC. CIRANJANG, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,21.71,AKTIF,,,ID002202
3253201403 - GEDUNG KOSONG CIRANJANG - IDLE,3253201403,GEDUNG KOSONG CIRANJANG,JAWA BARAT,TR3,"KAMPUNG CIRANJANG NO. 147, RT. 03 / 04, KEL. CIRANJANG, KEC. CIRANJANG, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,43.95,AKTIF,,,ID002203
3253201501 - STO JAMPANG KULON - OFFICE,3253201501,STO JAMPANG KULON,JAWA BARAT,TR3,"JL. SIMPANG BUNGUR, JAMPANG KULON , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,238.71,AKTIF,,,ID002204
3253201502 - GUDANG JAMPANG KULON - GUDANG,3253201502,GUDANG JAMPANG KULON,JAWA BARAT,TR3,"JL. SIMPANG BUNGUR, JAMPANG KULON , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,7.70,AKTIF,,,ID002205
3253201503 - HALAMAN STO JAMPANG KULON - HALAMAN,3253201503,HALAMAN STO JAMPANG KULON,JAWA BARAT,TR3,"JL. SIMPANG BUNGUR, JAMPANG KULON , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,680.88,AKTIF,,,ID002206
3253201601 - STO KALAPA NUNGGAL - OFFICE,3253201601,STO KALAPA NUNGGAL,JAWA BARAT,TR3,"KAMPUNG SUKAMANTRI, KELAPA NUNGGAL , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,104.69,AKTIF,,,ID002207
3253201602 - GUDANG KALAPA NUNGGAL - GUDANG,3253201602,GUDANG KALAPA NUNGGAL,JAWA BARAT,TR3,"KAMPUNG SUKAMANTRI, KELAPA NUNGGAL , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,3.92,AKTIF,,,ID002208
3253201603 - HALAMAN STO KALAPA NUNGGAL - HALAMAN,3253201603,HALAMAN STO KALAPA NUNGGAL,JAWA BARAT,TR3,"KAMPUNG SUKAMANTRI, KELAPA NUNGGAL , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,285.33,AKTIF,,,ID002209
3253201701 - STO NYALINDUNG - OFFICE,3253201701,STO NYALINDUNG,JAWA BARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,122.54,AKTIF,,,ID002210
3253201702 - GUDANG NYALINDUNG - GUDANG,3253201702,GUDANG NYALINDUNG,JAWA BARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,6.30,AKTIF,,,ID002211
3253201703 - GEDUNG KOSONG NYALINDUNG - IDLE,3253201703,GEDUNG KOSONG NYALINDUNG,JAWA BARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,17.11,AKTIF,,,ID002212
3253201704 - HALAMAN STO NYALINDUNG - HALAMAN,3253201704,HALAMAN STO NYALINDUNG,JAWA BARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,281.74,AKTIF,,,ID002213
3253201801 - PLASA / STO PELABUHAN RATU - OFFICE,3253201801,PLASA / STO PELABUHAN RATU,JAWA BARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,228.16,AKTIF,,,ID002214
3253201802 - GUDANG PELABUHAN RATU - GUDANG,3253201802,GUDANG PELABUHAN RATU,JAWA BARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,8.00,AKTIF,,,ID002215
3253201803 - GEDUNG KOSONG PELABUHAN RATU - IDLE,3253201803,GEDUNG KOSONG PELABUHAN RATU,JAWA BARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,359.38,AKTIF,,,ID002216
3253201804 - HALAMAN STO PELABUHAN RATU - HALAMAN,3253201804,HALAMAN STO PELABUHAN RATU,JAWA BARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,362.50",AKTIF,,,ID002217
3253201901 - STO SAGARANTEN - OFFICE,3253201901,STO SAGARANTEN,JAWA BARAT,TR3,"JL. BAROS SAGARATEN, SAGARATEN , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,160.24,AKTIF,,,ID002218
3253201902 - GUDANG SAGARANTEN - GUDANG,3253201902,GUDANG SAGARANTEN,JAWA BARAT,TR3,"JL. BAROS SAGARATEN, SAGARATEN , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,15.33,AKTIF,,,ID002219
3253201903 - HALAMAN STO SAGARANTEN - HALAMAN,3253201903,HALAMAN STO SAGARANTEN,JAWA BARAT,TR3,"JL. BAROS SAGARATEN, SAGARATEN , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"2,217.23",AKTIF,,,ID002220
3253202001 - STO SUKABUMI - OFFICE,3253202001,STO SUKABUMI,JAWA BARAT,TR3,"JL. MARTADINATA NO. 24, SUKABUMI - JAWA BARAT, SUKABUMI KOTA",OFFICE,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 4,"1,289.95",AKTIF,,,ID002221
3253202002 - GUDANG STO SUKABUMI - GUDANG,3253202002,GUDANG STO SUKABUMI,JAWA BARAT,TR3,"JL. MARTADINATA NO. 24, SUKABUMI - JAWA BARAT, SUKABUMI KOTA",GUDANG,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 5,86.50,AKTIF,,,ID002222
3253202101 - STO SUKARESMI - OFFICE,3253202101,STO SUKARESMI,JAWA BARAT,TR3,"JL. MARWATI NO. 14, SUKARESMI - CIANJUR, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,240.57,AKTIF,,,ID002223
3253202102 - GUDANG SUKARESMI - GUDANG,3253202102,GUDANG SUKARESMI,JAWA BARAT,TR3,"JL. MARWATI NO. 14, SUKARESMI - CIANJUR, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,220.30,AKTIF,,,ID002224
3253202103 - GEDUNG KOSONG SUKARESMI - IDLE,3253202103,GEDUNG KOSONG SUKARESMI,JAWA BARAT,TR3,"JL. MARWATI NO. 14, SUKARESMI - CIANJUR, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,130.85,AKTIF,,,ID002225
3253202201 - STO TANGGEUNG - OFFICE,3253202201,STO TANGGEUNG,JAWA BARAT,TR3,"JL. RAYA TANGGEUNG NO. 1, RT. 03 / 01, KEL. TANGGEUNG, KEC. TANGGEUNG, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,179.13,AKTIF,,,ID002226
3253202202 - GEDUNG KOSONG TANGGEUNG - IDLE,3253202202,GEDUNG KOSONG TANGGEUNG,JAWA BARAT,TR3,"JL. RAYA TANGGEUNG NO. 1, RT. 03 / 01, KEL. TANGGEUNG, KEC. TANGGEUNG, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,80.97,AKTIF,,,ID002227
3253202203 - HALAMAN STO TANGGEUNG - HALAMAN,3253202203,HALAMAN STO TANGGEUNG,JAWA BARAT,TR3,"JL. RAYA TANGGEUNG NO. 1, RT. 03 / 01, KEL. TANGGEUNG, KEC. TANGGEUNG, KAB. CIANJUR",HALAMAN,KAB. CIANJUR,PRIANGAN BARAT,KELAS 6,293.21,AKTIF,,,ID002228
2143203401A - STO PARUNG - IDLE,2143203401A,STO PARUNG,JAWA BARAT,TR3,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,94.60,AKTIF,,,ID004819
3253200801A - PLASA / STO CIBADAK - IDLE,3253200801A,PLASA / STO CIBADAK,JAWA BARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,68.89,AKTIF,,,ID004820
3253200301A - PLASA / EKS CATEL SINDANGLAYA - IDLE,3253200301A,PLASA / EKS CATEL SINDANGLAYA,JAWA BARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,93.03,AKTIF,,,ID004821
2123205001 - OPMC BOGOR - OFFICE,2123205001,OPMC BOGOR,JAWA BARAT,TR3,"JL. RAYA PAJAJARAN NO.39, RT.04/RW.06, BABAKAN, KECAMATAN BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",OFFICE,KOTA BOGOR,PRIANGAN BARAT,KELAS 3,236.21,AKTIF,,,ID004862
2123205001A - OPMC BOGOR - POP ETC,2123205001A,OPMC BOGOR,JAWA BARAT,TR3,"JL. RAYA PAJAJARAN NO.39, RT.04/RW.06, BABAKAN, KECAMATAN BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",POP ETC,KOTA BOGOR,PRIANGAN BARAT,KELAS 3,74.02,AKTIF,,,ID004863
2123205001B - OPMC BOGOR - IDLE,2123205001B,OPMC BOGOR,JAWA BARAT,TR3,"JL. RAYA PAJAJARAN NO.39, RT.04/RW.06, BABAKAN, KECAMATAN BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",IDLE,KOTA BOGOR,PRIANGAN BARAT,KELAS 4,"1,980.40",AKTIF,,,ID004864
