label,kode_gedung,nama_lokasi,provinsi,kawasan,area,alamat_lokasi,peruntukan,kab_kota,witel,kelas_berbayar,luasan_berbayar,keterangan,histori,simpan,id
2143201002 - GUDANG CARIU - GUDANG,2143201002,GUDANG CARIU,JAWA BARAT,PRIANGANBARAT,TR2,"JL. CARIU - CIANJUR, KAMP. TANGGULUN, KEL. CARIU, KEC. CARIU, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,126.00,AKTIF,,,ID001485
2143201003 - HALAMAN STO CARIU - HALAMAN,2143201003,HALAMAN STO CARIU,JAWA BARAT,PRIANGANBARAT,TR2,"JL. CARIU - CIANJUR, KAMP. TANGGULUN, KEL. CARIU, KEC. CARIU, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"3,351.03",AKTIF,,,ID001486
2143201101 - STO CIANGSANA - OFFICE,2143201101,STO CIANGSANA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA CIANGSANA NO. 29 / JL. LETDA NASIR, RT. 003/005, KEL. CIANGSANA, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,628.75,AKTIF,,,ID001487
2143201201 - STO CIAPUS - OFFICE,2143201201,STO CIAPUS,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA CIAPUS / JL. KAPT, YUSUF, RT. 001 / 008, KEL. PASIR EURIH, KEC. TAMAN SARI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,660.98,AKTIF,,,ID001488
2143201202 - GUDANG CIAPUS - GUDANG,2143201202,GUDANG CIAPUS,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA CIAPUS / JL. KAPT, YUSUF, RT. 001 / 008, KEL. PASIR EURIH, KEC. TAMAN SARI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,102.00,AKTIF,,,ID001489
2143201203 - HALAMAN STO CIAPUS - HALAMAN,2143201203,HALAMAN STO CIAPUS,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA CIAPUS / JL. KAPT, YUSUF, RT. 001 / 008, KEL. PASIR EURIH, KEC. TAMAN SARI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,812.50,AKTIF,,,ID001490
2143201301 - STO CIAWI - OFFICE,2143201301,STO CIAWI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SUKABUMI KM. 15 / JL. H. EDI SUKMA, KAMP. BITUNG RATNA, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,800.69,AKTIF,,,ID001491
2143201302 - GUDANG CIAWI - GUDANG,2143201302,GUDANG CIAWI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SUKABUMI KM. 15 / JL. H. EDI SUKMA, KAMP. BITUNG RATNA, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,53.64,AKTIF,,,ID001492
2143201303 - GEDUNG KOSONG CIAWI - IDLE,2143201303,GEDUNG KOSONG CIAWI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SUKABUMI KM. 15 / JL. H. EDI SUKMA, KAMP. BITUNG RATNA, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,191.51,AKTIF,,,ID001493
2143201304 - HALAMAN STO CIAWI BOGOR - HALAMAN,2143201304,HALAMAN STO CIAWI BOGOR,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SUKABUMI KM. 15 / JL. H. EDI SUKMA, KAMP. BITUNG RATNA, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,475.00",AKTIF,,,ID001494
2143201401 - STO CIBINONG - OFFICE,2143201401,STO CIBINONG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JAKARTA - BOGOR KM 42, RT. 003 / 007, KEL. PABUARAN, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 3,"1,753.96",AKTIF,,,ID001495
2143201402 - GUDANG STO CIBINONG - GUDANG,2143201402,GUDANG STO CIBINONG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JAKARTA - BOGOR KM 42, RT. 003 / 007, KEL. PABUARAN, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,12.07,AKTIF,,,ID001496
2143201403 - GEDUNG KOSONG CIBINONG - IDLE,2143201403,GEDUNG KOSONG CIBINONG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JAKARTA - BOGOR KM 42, RT. 003 / 007, KEL. PABUARAN, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,254.96,AKTIF,,,ID001497
2143201404 - STO CIBINONG - POP ETC,2143201404,STO CIBINONG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JAKARTA - BOGOR KM 42, RT. 003 / 007, KEL. PABUARAN, KAB. BOGOR",POP ETC,KAB. BOGOR,PRIANGAN BARAT,KELAS 3,207.00,AKTIF,,,ID001498
2143201405 - HALAMAN STO CIBINONG - HALAMAN,2143201405,HALAMAN STO CIBINONG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JAKARTA - BOGOR KM 42, RT. 003 / 007, KEL. PABUARAN, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,372.00",AKTIF,,,ID001499
2143201501 - STO CIGUDEG - OFFICE,2143201501,STO CIGUDEG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PASIR NANGKA NO. 1, RT. 002 / 008, KEL. CIGIDEUG, KEC. CIGUDEUG, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,224.72,AKTIF,,,ID001500
2143201502 - HALAMAN STO CIGUDEG - HALAMAN,2143201502,HALAMAN STO CIGUDEG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PASIR NANGKA NO. 1, RT. 002 / 008, KEL. CIGIDEUG, KEC. CIGUDEUG, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,327.64,AKTIF,,,ID001501
2143201601 - STO CIJAYANTI - OFFICE,2143201601,STO CIJAYANTI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. GEGENDON NO. 10, KEL. CIJAYANTI, KEC. BABAKAN MADANG, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,452.37,AKTIF,,,ID001502
2143201602 - GUDANG CIJAYANTI - GUDANG,2143201602,GUDANG CIJAYANTI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. GEGENDON NO. 10, KEL. CIJAYANTI, KEC. BABAKAN MADANG, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,255.05,AKTIF,,,ID001503
2143201603 - HALAMAN STO CIJAYANTI - HALAMAN,2143201603,HALAMAN STO CIJAYANTI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. GEGENDON NO. 10, KEL. CIJAYANTI, KEC. BABAKAN MADANG, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,108.33",AKTIF,,,ID001504
2143201701 - STO CIJERUK - OFFICE,2143201701,STO CIJERUK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. SUMANTA DIREJA, CIJERUK, CILEUNGSI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,343.18,AKTIF,,,ID001505
2143201702 - GUDANG CIJERUK - GUDANG,2143201702,GUDANG CIJERUK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. SUMANTA DIREJA, CIJERUK, CILEUNGSI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,11.86,AKTIF,,,ID001506
2143201703 - GEDUNG KOSONG CIJERUK - IDLE,2143201703,GEDUNG KOSONG CIJERUK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. SUMANTA DIREJA, CIJERUK, CILEUNGSI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,221.87,AKTIF,,,ID001507
2143201704 - HALAMAN STO CIJERUK - HALAMAN,2143201704,HALAMAN STO CIJERUK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. SUMANTA DIREJA, CIJERUK, CILEUNGSI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,648.00",AKTIF,,,ID001508
2143201801 - STO CILEUNGSI - OFFICE,2143201801,STO CILEUNGSI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. ALTERNATIF CIBUBUR-CILEUNGSI, RT. 02 / 02, KEL. CILEUNGSI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,805.97,AKTIF,,,ID001509
2143201802 - GUDANG CILEUNGSI - GUDANG,2143201802,GUDANG CILEUNGSI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. ALTERNATIF CIBUBUR-CILEUNGSI, RT. 02 / 02, KEL. CILEUNGSI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,172.96,AKTIF,,,ID001510
2143201803 - GEDUNG KOSONG CILEUNGSI - IDLE,2143201803,GEDUNG KOSONG CILEUNGSI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. ALTERNATIF CIBUBUR-CILEUNGSI, RT. 02 / 02, KEL. CILEUNGSI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,223.64,AKTIF,,,ID001511
2143201804 - HALAMAN STO / PLASA CILEUNGSI - HALAMAN,2143201804,HALAMAN STO / PLASA CILEUNGSI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. ALTERNATIF CIBUBUR-CILEUNGSI, RT. 02 / 02, KEL. CILEUNGSI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,334.25,AKTIF,,,ID001512
2143201805 - HALAMAN STO CILEUNGSI - HALAMAN,2143201805,HALAMAN STO CILEUNGSI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. ALTERNATIF CIBUBUR-CILEUNGSI, RT. 02 / 02, KEL. CILEUNGSI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,919.00",AKTIF,,,ID001513
2143201901 - STO CINERE - OFFICE,2143201901,STO CINERE,JAWA BARAT,PRIANGANBARAT,TR2,"JL. CINERE RAYA, KEL. CINERE, KEC. SAWANGAN, DEPOK KOTA",OFFICE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,756.41,AKTIF,,,ID001514
2143201902 - GEDUNG KOSONG CINERE - IDLE,2143201902,GEDUNG KOSONG CINERE,JAWA BARAT,PRIANGANBARAT,TR2,"JL. CINERE RAYA, KEL. CINERE, KEC. SAWANGAN, DEPOK KOTA",IDLE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,84.71,AKTIF,,,ID001515
2143202001 - STO CISALAK - OFFICE,2143202001,STO CISALAK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PEKAPURAN NO. 8, CURUG, CIMANGGIS, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,246.71,AKTIF,,,ID001516
2143202002 - GUDANG CISALAK - GUDANG,2143202002,GUDANG CISALAK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PEKAPURAN NO. 8, CURUG, CIMANGGIS, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,12.90,AKTIF,,,ID001517
2143202003 - HALAMAN STO CISALAK - HALAMAN,2143202003,HALAMAN STO CISALAK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PEKAPURAN NO. 8, CURUG, CIMANGGIS, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,387.06",AKTIF,,,ID001518
2143202101 - PLASA / STO CISARUA - OFFICE,2143202101,PLASA / STO CISARUA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA PUNCAK KM.19, CISARUA, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,894.98,AKTIF,,,ID001519
2143202102 - GUDANG CISARUA BOGOR - GUDANG,2143202102,GUDANG CISARUA BOGOR,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA PUNCAK KM.19, CISARUA, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,149.39,AKTIF,,,ID001520
2143202103 - GEDUNG KOSONG CISARUA BOGOR - IDLE,2143202103,GEDUNG KOSONG CISARUA BOGOR,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA PUNCAK KM.19, CISARUA, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,136.94,AKTIF,,,ID001521
2143202201 - STO CISEENG - OFFICE,2143202201,STO CISEENG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. H. USA NO. 28, KEL. CIBOGO, KEC. CISEENG, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,581.66,AKTIF,,,ID001522
2143202202 - GUDANG CISEENG - GUDANG,2143202202,GUDANG CISEENG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. H. USA NO. 28, KEL. CIBOGO, KEC. CISEENG, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,15.96,AKTIF,,,ID001523
2143202203 - GEDUNG KOSONG CISEENG - IDLE,2143202203,GEDUNG KOSONG CISEENG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. H. USA NO. 28, KEL. CIBOGO, KEC. CISEENG, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,34.12,AKTIF,,,ID001524
2143202204 - HALAMAN STO CISEENG - HALAMAN,2143202204,HALAMAN STO CISEENG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. H. USA NO. 28, KEL. CIBOGO, KEC. CISEENG, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,583.00",AKTIF,,,ID001525
2143202301 - STO CITEUREUP - OFFICE,2143202301,STO CITEUREUP,JAWA BARAT,PRIANGANBARAT,TR2,"JL. INDUSTRI, CITEURUP, TARI KOLOT, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,569.23,AKTIF,,,ID001526
2143202302 - GUDANG CITEUREUP - GUDANG,2143202302,GUDANG CITEUREUP,JAWA BARAT,PRIANGANBARAT,TR2,"JL. INDUSTRI, CITEURUP, TARI KOLOT, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,122.48,AKTIF,,,ID001527
2143202303 - HALAMAN STO CITEUREUP - HALAMAN,2143202303,HALAMAN STO CITEUREUP,JAWA BARAT,PRIANGANBARAT,TR2,"JL. INDUSTRI, CITEURUP, TARI KOLOT, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"4,465.00",AKTIF,,,ID001528
2143202401 - PLASA / STO DRAMAGA - OFFICE,2143202401,PLASA / STO DRAMAGA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. BABAKAN RAYA NO. 7, RT. 01/07, KEL. BABAKAN, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,753.47,AKTIF,,,ID001529
2143202402 - GEDUNG KOSONG DRAMAGA - IDLE,2143202402,GEDUNG KOSONG DRAMAGA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. BABAKAN RAYA NO. 7, RT. 01/07, KEL. BABAKAN, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,154.22,AKTIF,,,ID001530
2143202403 - HALAMAN STO DRAMAGA - HALAMAN,2143202403,HALAMAN STO DRAMAGA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. BABAKAN RAYA NO. 7, RT. 01/07, KEL. BABAKAN, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,979.00,AKTIF,,,ID001531
2143202501 - STO GUNUNG PUTRI - OFFICE,2143202501,STO GUNUNG PUTRI,JAWA BARAT,PRIANGANBARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,462.30,AKTIF,,,ID001532
2143202502 - GUDANG GUNUNG PUTRI - GUDANG,2143202502,GUDANG GUNUNG PUTRI,JAWA BARAT,PRIANGANBARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,85.84,AKTIF,,,ID001533
2143202503 - GEDUNG KOSONG GUNUNG PUTRI - IDLE,2143202503,GEDUNG KOSONG GUNUNG PUTRI,JAWA BARAT,PRIANGANBARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,19.10,AKTIF,,,ID001534
2143202504 - HALAMAN STO GUNUNG PUTRI - HALAMAN,2143202504,HALAMAN STO GUNUNG PUTRI,JAWA BARAT,PRIANGANBARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,560.00",AKTIF,,,ID001535
2143202601 - STO JASINGA - OFFICE,2143202601,STO JASINGA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. LETNAN SAYUTI NO. 1, KAMP. GEDONG SAWAH, RT. 001 / 005, JASINGA, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,244.78,AKTIF,,,ID001536
2143202602 - GEDUNG KOSONG JASINGA - IDLE,2143202602,GEDUNG KOSONG JASINGA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. LETNAN SAYUTI NO. 1, KAMP. GEDONG SAWAH, RT. 001 / 005, JASINGA, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,50.00,AKTIF,,,ID001537
2143202603 - HALAMAN STO JASINGA - HALAMAN,2143202603,HALAMAN STO JASINGA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. LETNAN SAYUTI NO. 1, KAMP. GEDONG SAWAH, RT. 001 / 005, JASINGA, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,940.00,AKTIF,,,ID001538
2143202701 - STO JONGGOL - OFFICE,2143202701,STO JONGGOL,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JONGGOL, RT. 01 / 03, KEL. SUKA MAJU, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,626.69,AKTIF,,,ID001539
2143202702 - GUDANG JONGGOL - GUDANG,2143202702,GUDANG JONGGOL,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JONGGOL, RT. 01 / 03, KEL. SUKA MAJU, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,91.88,AKTIF,,,ID001540
2143202703 - HALAMAN STO JONGGOL - HALAMAN,2143202703,HALAMAN STO JONGGOL,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA JONGGOL, RT. 01 / 03, KEL. SUKA MAJU, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,659.00",AKTIF,,,ID001541
2143202801 - STO KEDUNG HALANG - OFFICE,2143202801,STO KEDUNG HALANG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. CIJUJUNG, RT. 002/001, KEL. CIJUJUNG, KEC. SUKARAJA, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,745.73,AKTIF,,,ID001542
2143202802 - HALAMAN STO KEDUNG HALANG - HALAMAN,2143202802,HALAMAN STO KEDUNG HALANG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. CIJUJUNG, RT. 002/001, KEL. CIJUJUNG, KEC. SUKARAJA, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,773.00",AKTIF,,,ID001543
2143202901 - STO LEBAK WANGI - OFFICE,2143202901,STO LEBAK WANGI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,382.00,AKTIF,,,ID001544
2143202902 - GUDANG LEBAK WANGI - GUDANG,2143202902,GUDANG LEBAK WANGI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,117.40,AKTIF,,,ID001545
2143202903 - GEDUNG KOSONG LEBAK WANGI - IDLE,2143202903,GEDUNG KOSONG LEBAK WANGI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,372.73,AKTIF,,,ID001546
2143202904 - HALAMAN STO LEBAK WANGI - HALAMAN,2143202904,HALAMAN STO LEBAK WANGI,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"3,590.00",AKTIF,,,ID001547
2143203001 - STO LEUWILIANG - OFFICE,2143203001,STO LEUWILIANG,JAWA BARAT,PRIANGANBARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,643.22,AKTIF,,,ID001548
2143203002 - GUDANG LEUWILIANG - GUDANG,2143203002,GUDANG LEUWILIANG,JAWA BARAT,PRIANGANBARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,150.00,AKTIF,,,ID001549
2143203003 - GEDUNG KOSONG LEUWILIANG - IDLE,2143203003,GEDUNG KOSONG LEUWILIANG,JAWA BARAT,PRIANGANBARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,272.73,AKTIF,,,ID001550
2143203004 - HALAMAN STO LEUWILIANG - HALAMAN,2143203004,HALAMAN STO LEUWILIANG,JAWA BARAT,PRIANGANBARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,252.00",AKTIF,,,ID001551
2143203101 - STO NUSANTARA - OFFICE,2143203101,STO NUSANTARA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. NUSANTARA RAYA KAV II NO. 11, DEPOK KOTA",OFFICE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,"1,304.79",AKTIF,,,ID001552
2143203102 - GUDANG NUSANTARA - GUDANG,2143203102,GUDANG NUSANTARA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. NUSANTARA RAYA KAV II NO. 11, DEPOK KOTA",GUDANG,KOTA DEPOK,PRIANGAN BARAT,KELAS 5,49.01,AKTIF,,,ID001553
2143203201 - STO PAGELARAN - OFFICE,2143203201,STO PAGELARAN,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA PAGELARAN KERETEG, KEL. PADA SUKA, KEC. CIOMAS, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,"1,038.76",AKTIF,,,ID001554
2143203202 - GUDANG PAGELARAN - GUDANG,2143203202,GUDANG PAGELARAN,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA PAGELARAN KERETEG, KEL. PADA SUKA, KEC. CIOMAS, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,72.00,AKTIF,,,ID001555
2143203203 - GEDUNG KOSONG PAGELARAN - IDLE,2143203203,GEDUNG KOSONG PAGELARAN,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA PAGELARAN KERETEG, KEL. PADA SUKA, KEC. CIOMAS, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,392.86,AKTIF,,,ID001556
2143203301 - STO PANCORAN MAS - OFFICE,2143203301,STO PANCORAN MAS,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,483.87,AKTIF,,,ID001557
2143203302 - GUDANG PANCORAN MAS - GUDANG,2143203302,GUDANG PANCORAN MAS,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,33.02,AKTIF,,,ID001558
2143203303 - GEDUNG KOSONG PANCORAN MAS - IDLE,2143203303,GEDUNG KOSONG PANCORAN MAS,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,66.04,AKTIF,,,ID001559
2143203304 - HALAMAN STO PANCORAN MAS - HALAMAN,2143203304,HALAMAN STO PANCORAN MAS,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,855.34",AKTIF,,,ID001560
2143203401 - STO PARUNG - OFFICE,2143203401,STO PARUNG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,273.58,AKTIF,,,ID001561
2143203402 - GUDANG PARUNG - GUDANG,2143203402,GUDANG PARUNG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,4.93,AKTIF,,,ID001562
2143203403 - HALAMAN STO PARUNG - HALAMAN,2143203403,HALAMAN STO PARUNG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,445.26,AKTIF,,,ID001563
